Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/feed/{user_id},14505,14270,3,2.7141874492503826,1.7521459958516061,74.95410500268918,170.23419510513617,48.465329996615196,47.68012816626673,3,3,3,3,3,3,4,10,24,74,75
GET,/feed/{user_id}?with_fof=true,7441,7296,3,3.079992221996159,1.7503130075056106,153.73733900196385,193.979975809703,24.86249710477861,24.378010869031677,3,3,3,3,3,3,4,10,130,150,150
POST,/likes,719,0,3,2.771783414651719,1.9050150003749877,22.361462004482746,30.674547983310152,2.402383472427875,0.0,3,3,3,3,3,4,4,4,22,22,22
POST,/posts,1141,1122,3,2.774460907168662,1.8861259886762127,19.5264270005282,32.2524101665206,3.8124054826706613,3.7489210793658914,3,3,3,3,3,4,4,4,17,20,20
GET,/timeline/{user_id},9359,9199,3,2.7123249432015495,1.7558710096636787,81.98251800786238,124.55540121807886,31.271080554175914,30.736475052662062,3,3,3,3,3,3,4,9,27,82,82
GET,/users/{user_id},3608,3557,3,3.1908226814702116,1.681609996012412,74.12030699197203,32.21341463414634,12.055354059137375,11.884948555529835,3,3,3,3,4,4,5,10,32,74,74
,Aggregated,36773,35444,3,2.837495461986568,1.681609996012412,153.73733900196385,142.8615288390939,122.86905066980563,118.4284837228562,3,3,3,3,3,4,4,10,43,140,150
