Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/feed/{user_id},160419,157791,6,17.650547225202942,1.8183650099672377,1772.0036159880692,170.3502889308623,535.316034552355,526.5464340760798,6,9,16,22,44,74,120,150,260,1300,1800
GET,/feed/{user_id}?with_fof=true,80385,79092,6,19.90948285274902,1.8646740063559264,1831.0213240038138,169.87109535361074,268.24365840387395,263.92893488187093,6,9,16,22,49,89,150,190,300,1500,1800
POST,/likes,8119,0,6,7.949183649708226,2.0879590010736138,326.34535600664094,31.29695775341791,27.092993252236766,0.0,6,7,8,9,13,20,34,44,79,330,330
POST,/posts,12310,12109,6,8.034268267828915,2.069710986688733,148.84804900793824,32.16986190089358,41.078303600817165,40.407569317814385,6,7,8,9,13,21,35,47,85,130,150
GET,/timeline/{user_id},100497,98828,6,17.38888465934333,1.8501719896448776,1686.8058020045282,120.58698269600087,335.3571305419434,329.78770010248246,6,9,15,20,44,73,120,150,260,1400,1700
GET,/users/{user_id},40209,39553,7,18.415013175305955,2.072666000458412,1759.010923007736,32.73160237757716,134.17688947889988,131.98782634631368,7,10,17,23,45,75,120,150,260,1300,1800
,Aggregated,401939,387373,6,17.622893486929176,1.8183650099672377,1831.0213240038138,137.00426432866678,1341.265009830126,1292.6584647245613,6,9,15,20,43,74,120,160,270,1400,1800
